STATION,NAME,DATE,Year,Month,PRCP,TAVG,TMAX,TMIN,,Location,Month,Mean,StDev,ln(Mean),ln(StDev)
USC00064767,"MIDDLETOWN 4 W, CT US",1897-10,1897,10-Oct,1.15,54.2,66.5,41.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1897-11,1897,11-Nov,6.59,41.6,49.9,33.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1897-12,1897,12-Dec,5.85,33.1,40.4,25.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1898-01,1898,1-Jan,4.22,28.3,36.4,20.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1898-02,1898,2-Feb,5.99,30.2,39.9,20.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1898-03,1898,3-Mar,2.9,43.6,54.4,32.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1898-04,1898,4-Apr,5.41,45.9,56,35.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1898-05,1898,5-May,8.01,57.1,66.7,47.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1898-06,1898,6-Jun,0.39,69.1,81.3,56.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1898-07,1898,7-Jul,5.24,73.8,85,62.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1898-08,1898,8-Aug,7.93,74.3,83.7,64.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1898-11,1898,11-Nov,9.5,,,,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1898-12,1898,12-Dec,2.21,,,,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-01,1899,1-Jan,4.96,28,37.3,18.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-02,1899,2-Feb,6.09,23.9,31.9,15.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-03,1899,3-Mar,8.76,34.1,41.7,26.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-04,1899,4-Apr,1.92,47.9,60.5,35.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-05,1899,5-May,2.67,58.9,71.6,46.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-06,1899,6-Jun,2.55,69.5,81.9,57,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-07,1899,7-Jul,5.87,71.7,81.6,61.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-08,1899,8-Aug,1.72,69.7,80.5,58.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-09,1899,9-Sep,4.77,61.1,71.6,50.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-10,1899,10-Oct,1.71,52.5,62.1,42.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-11,1899,11-Nov,1.53,39.3,49.6,28.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1899-12,1899,12-Dec,2.81,32.5,42.7,22.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-01,1900,1-Jan,4.19,28.6,39.3,17.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-02,1900,2-Feb,8.91,28.4,38.7,18.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-03,1900,3-Mar,6.27,32.7,43.4,22,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-04,1900,4-Apr,2.39,48.4,59.8,36.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-05,1900,5-May,3.62,57.6,72.6,42.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-06,1900,6-Jun,2.09,67.9,80.9,54.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-07,1900,7-Jul,2.93,73.8,86.4,61.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-08,1900,8-Aug,1.89,73.1,85.7,60.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-09,1900,9-Sep,2.75,67.5,79.7,55.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-10,1900,10-Oct,3.82,57.4,67.2,47.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-11,1900,11-Nov,6.88,43.5,52.3,34.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1900-12,1900,12-Dec,2.79,31.3,40.8,21.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-01,1901,1-Jan,1.74,27,35.4,18.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-02,1901,2-Feb,0.63,22.9,31.7,14.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-03,1901,3-Mar,6.33,35.9,44.5,27.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-04,1901,4-Apr,13.36,47.3,55.6,39,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-05,1901,5-May,8.05,56.6,67.3,46,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-06,1901,6-Jun,0.84,68,80.3,55.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-07,1901,7-Jul,4.87,74.6,85.1,64,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-08,1901,8-Aug,7.78,70.6,81.4,59.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-09,1901,9-Sep,6.57,64.1,75.4,52.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-10,1901,10-Oct,4.79,52.7,66.5,38.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-11,1901,11-Nov,2.64,35.7,44.8,26.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1901-12,1901,12-Dec,11.19,29.4,38.9,19.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-01,1902,1-Jan,2.27,25.6,35.8,15.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-02,1902,2-Feb,7.85,26.1,36,16.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-03,1902,3-Mar,6.02,42.8,53.1,32.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-04,1902,4-Apr,3.03,48.2,60.2,36.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-05,1902,5-May,0.8,57.9,70.9,45,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-06,1902,6-Jun,4.36,65.9,77.1,54.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-07,1902,7-Jul,4.28,69.5,79.6,59.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-08,1902,8-Aug,2.04,67.2,78.9,55.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-09,1902,9-Sep,7.99,62.5,72.3,52.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-10,1902,10-Oct,7.53,53,63.1,42.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-11,1902,11-Nov,1.38,44.7,53.8,35.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1902-12,1902,12-Dec,7.67,26.6,36.3,16.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-01,1903,1-Jan,3.78,26.8,35.6,18,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-02,1903,2-Feb,4.87,29,37.6,20.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-03,1903,3-Mar,6.59,44.1,54.3,34,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-04,1903,4-Apr,3.02,47.3,58.2,36.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-05,1903,5-May,0.46,59.9,74.2,45.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-06,1903,6-Jun,11.38,61.3,70.7,51.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-07,1903,7-Jul,3.14,72,82.6,61.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-08,1903,8-Aug,6.58,64.7,74.9,54.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-09,1903,9-Sep,2.05,62.5,73.7,51.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-10,1903,10-Oct,4.11,53.1,62.3,43.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-11,1903,11-Nov,2.18,37.3,47.2,27.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1903-12,1903,12-Dec,3.83,25.1,34.2,16,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-01,1904,1-Jan,3.47,17.4,26.8,8.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-02,1904,2-Feb,3.08,20,29.9,10.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-03,1904,3-Mar,2.79,32.6,41.7,23.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-04,1904,4-Apr,6.99,43.8,55.3,32.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-05,1904,5-May,3.41,60.2,73.5,47,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-06,1904,6-Jun,2.21,65.6,77.6,53.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-07,1904,7-Jul,2.72,70,80.8,59.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-08,1904,8-Aug,5.48,67.5,78.8,56.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-09,1904,9-Sep,4.88,61.2,72.3,50.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-10,1904,10-Oct,2.98,48.5,60.4,36.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-11,1904,11-Nov,1.84,35.8,45.5,26.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1904-12,1904,12-Dec,2.55,22.5,31.8,13.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-01,1905,1-Jan,4.07,22.9,31.8,14.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-02,1905,2-Feb,1.21,19.5,29.1,9.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-03,1905,3-Mar,3.21,34.8,44.3,25.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-04,1905,4-Apr,3.13,47.3,58.6,35.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-05,1905,5-May,1.3,59.1,70.6,47.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-06,1905,6-Jun,5.06,66.1,77.2,55.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-07,1905,7-Jul,2.4,73.1,83.5,62.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-08,1905,8-Aug,4.35,67.8,77.8,57.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-09,1905,9-Sep,3.8,62.1,71.7,52.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-10,1905,10-Oct,2.75,52.8,63.8,41.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-11,1905,11-Nov,1.91,39.8,50.7,28.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1905-12,1905,12-Dec,4.5,32.5,41.6,23.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-01,1906,1-Jan,3.42,32.4,41.1,23.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-02,1906,2-Feb,3.09,27.4,37.4,17.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-03,1906,3-Mar,6.51,30.3,38.7,21.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-04,1906,4-Apr,4.18,47.2,58.6,35.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-05,1906,5-May,6.21,58.8,70.8,46.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-06,1906,6-Jun,3.07,67.2,78,56.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-07,1906,7-Jul,4.4,71.6,82.1,61.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-08,1906,8-Aug,3.04,72.6,82.6,62.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-09,1906,9-Sep,2.74,65.7,76.8,54.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-10,1906,10-Oct,6.76,53.2,63.9,42.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-11,1906,11-Nov,2.63,40.7,49.2,32.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1906-12,1906,12-Dec,2.32,26.7,34.7,18.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-01,1907,1-Jan,4.95,26.4,35.8,17.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-02,1907,2-Feb,2.12,18.9,29.2,8.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-03,1907,3-Mar,1.52,36.8,45.8,27.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-04,1907,4-Apr,2.81,43.2,52.9,33.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-05,1907,5-May,4.17,54,65.6,42.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-06,1907,6-Jun,3.63,64,76.3,51.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-07,1907,7-Jul,1.28,71.9,83.1,60.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-08,1907,8-Aug,1.14,69.1,81,57.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-09,1907,9-Sep,8.53,65.1,73.6,56.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-10,1907,10-Oct,5.3,49,59.1,38.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-11,1907,11-Nov,6.7,41.1,49.1,33,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1907-12,1907,12-Dec,5.99,33.7,41.3,26.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-01,1908,1-Jan,3.8,28.8,37.6,20,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-02,1908,2-Feb,6.28,22.8,32,13.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-03,1908,3-Mar,3.22,37.2,46.6,27.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-04,1908,4-Apr,1.56,48,59.4,36.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-05,1908,5-May,6.47,60.6,71.2,50,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-06,1908,6-Jun,1.41,68.4,81.5,55.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-07,1908,7-Jul,5.32,74.6,86,63.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-08,1908,8-Aug,7.1,68.4,78.4,58.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-09,1908,9-Sep,1.11,64.4,75.7,53.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-10,1908,10-Oct,1.57,54.1,65.8,42.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-11,1908,11-Nov,0.88,40.6,48.8,32.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1908-12,1908,12-Dec,3.72,31.5,40.4,22.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-01,1909,1-Jan,2.96,29.4,37.6,21.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-02,1909,2-Feb,7.04,31.9,41.2,22.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-03,1909,3-Mar,4.19,34.1,42.1,26.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-04,1909,4-Apr,7.13,46.6,56.9,36.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-05,1909,5-May,2.59,57.2,68.2,46.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-06,1909,6-Jun,3.46,67.8,79.2,56.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-07,1909,7-Jul,1.46,70.2,82.3,58,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-08,1909,8-Aug,5.17,68.2,79.8,56.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-09,1909,9-Sep,4.82,62.5,72.2,52.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-10,1909,10-Oct,1.63,50.3,60.6,40.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-11,1909,11-Nov,2.85,44.5,53.9,35.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1909-12,1909,12-Dec,3.45,27.3,34.8,19.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-01,1910,1-Jan,6.7,27.2,35.9,18.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-02,1910,2-Feb,3.76,27.1,36.7,17.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-03,1910,3-Mar,1.36,40.9,52.4,29.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-04,1910,4-Apr,3.41,51.3,63.5,39.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-05,1910,5-May,2.69,57.5,68.4,46.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-06,1910,6-Jun,4.13,64.9,75.5,54.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-07,1910,7-Jul,2.72,73.5,85.8,61.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-08,1910,8-Aug,3,68.2,78.6,57.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-09,1910,9-Sep,,63,73.5,52.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-10,1910,10-Oct,,54.1,65.5,42.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-11,1910,11-Nov,4.47,38.9,46.8,31,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1910-12,1910,12-Dec,2.28,24.4,33.5,15.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-01,1911,1-Jan,3.07,30,38.3,21.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-02,1911,2-Feb,2.94,25.4,33.8,17,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-03,1911,3-Mar,3.45,32.9,43.5,22.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-04,1911,4-Apr,3.78,43.8,55.6,32,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-05,1911,5-May,0.5,62.5,74.4,50.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-06,1911,6-Jun,2.46,66.2,77.1,55.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-07,1911,7-Jul,1.87,75.2,87.7,62.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-08,1911,8-Aug,5.26,70.2,81.8,58.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-09,1911,9-Sep,2.37,62.7,72.6,52.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-10,1911,10-Oct,6.63,50.5,59.8,41.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-11,1911,11-Nov,6.02,40,49,31,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1911-12,1911,12-Dec,3.89,34.8,42.1,27.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-01,1912,1-Jan,2.18,17.1,26.7,7.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-02,1912,2-Feb,3.42,22.7,32.8,12.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-03,1912,3-Mar,9.03,30.7,41.1,20.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-04,1912,4-Apr,4.19,45.6,56.7,34.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-05,1912,5-May,5.37,57.9,70.7,45.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-06,1912,6-Jun,0.73,65.2,79.2,51.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-07,1912,7-Jul,2.23,71.5,84.5,58.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-08,1912,8-Aug,4.57,67.5,78.6,56.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-09,1912,9-Sep,2.72,62.6,72.6,52.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-10,1912,10-Oct,1.42,54.6,66.1,43.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-11,1912,11-Nov,4.15,42.9,51.8,34,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1912-12,1912,12-Dec,5.18,35.1,43.4,26.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-01,1913,1-Jan,2.93,36.7,45.4,28,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-02,1913,2-Feb,2.5,25.5,34.1,16.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-03,1913,3-Mar,5.67,40.5,50.5,30.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-04,1913,4-Apr,5.65,49.1,59.6,38.6,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-05,1913,5-May,2.86,56.9,68,45.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-06,1913,6-Jun,1.5,67.6,80.4,54.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-07,1913,7-Jul,1.93,73.3,85.9,60.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-08,1913,8-Aug,2.11,70.6,83,58.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-09,1913,9-Sep,2.57,61.6,71.8,51.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-10,1913,10-Oct,10.26,56.2,63.8,48.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-11,1913,11-Nov,2.8,43.7,53,34.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1913-12,1913,12-Dec,3.81,33.2,42.1,24.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-01,1914,1-Jan,2.34,27.4,36.4,18.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-02,1914,2-Feb,5.12,20.3,31.3,9.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-03,1914,3-Mar,4.52,32.8,41.6,24.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-04,1914,4-Apr,3.21,43.4,54.5,32.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-05,1914,5-May,1.66,58.9,71.7,46,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-06,1914,6-Jun,1.48,64.6,77.4,51.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-07,1914,7-Jul,4.3,67.8,79.3,56.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-08,1914,8-Aug,1.94,69,79.8,58.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-09,1914,9-Sep,0.22,61.4,75.4,47.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-10,1914,10-Oct,3.46,54.4,66.4,42.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-11,1914,11-Nov,3.11,39.1,49.9,28.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1914-12,1914,12-Dec,3.54,26.7,35.6,17.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-01,1915,1-Jan,4.86,28.4,37.5,19.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-02,1915,2-Feb,2.95,29.5,38.5,20.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-03,1915,3-Mar,0.27,32.4,43.1,21.7,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-04,1915,4-Apr,1.23,49.7,62.9,36.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-05,1915,5-May,1.61,53.7,65.9,41.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-06,1915,6-Jun,1.4,64.4,78,50.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-07,1915,7-Jul,7.02,69.4,81.6,57.2,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-08,1915,8-Aug,7.7,67,77.7,56.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-09,1915,9-Sep,2.31,64.2,75.9,52.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-10,1915,10-Oct,2.86,51.6,62.3,40.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-11,1915,11-Nov,1.83,40.6,51.2,30.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1915-12,1915,12-Dec,3.9,27.8,36.6,19.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1916-01,1916,1-Jan,1.04,28.8,38.4,19.1,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1916-02,1916,2-Feb,5.82,21.9,30.8,13,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1916-03,1916,3-Mar,3.47,25.6,34.8,16.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1916-04,1916,4-Apr,3.06,42.8,52.9,32.8,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1916-05,1916,5-May,4.11,56,67.9,44,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1916-06,1916,6-Jun,3.97,60.5,71.6,49.4,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1916-07,1916,7-Jul,6.57,70.9,81.3,60.5,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1916-08,1916,8-Aug,4.55,69.2,81.4,56.9,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1916-09,1916,9-Sep,2.66,61,72.8,49.3,,,,,,,
USC00064767,"MIDDLETOWN 4 W, CT US",1916-10,1916,10-Oct,1.47,50.5,62.5,38.6,,,,,,,
