wrkstat,partyid,polviews,happy,rincome,born,race,sex,degree,age,marital,hrs1,pres12
Working fulltime,Strong republican,Conservative,Very happy,$25000 or more,No,Other,Female,Graduate,57,Married,45,Romney
Retired,Not str republican,Slghtly conservative,Pretty happy,Not applicable,Yes,White,Male,Graduate,81,Married,Not applicable,Romney
Working parttime,"Ind,near rep",Slghtly conservative,Pretty happy,Lt $1000,Yes,White,Male,Bachelor,23,Never married,25,Not applicable
Working fulltime,Not str republican,Conservative,Not too happy,$25000 or more,No,White,Female,Bachelor,48,Divorced,60,Not applicable
Working parttime,Strong republican,Conservative,Pretty happy,$10000 - 14999,Yes,White,Female,Bachelor,62,Married,23,Romney
Working fulltime,Strong republican,Conservative,Pretty happy,$10000 - 14999,Yes,White,Male,High school,43,Married,40,Romney
Working fulltime,Other party,Liberal,Very happy,$10000 - 14999,Yes,White,Female,High school,34,Never married,30,Not applicable
Working fulltime,"Ind,near dem",Slghtly conservative,Very happy,$25000 or more,No,Other,Male,High school,36,Married,40,Not applicable
Working fulltime,Not str republican,Slghtly conservative,Pretty happy,$25000 or more,Yes,Other,Male,High school,37,Never married,50,Romney
Working fulltime,Not str democrat,Slightly liberal,Very happy,$20000 - 24999,Yes,White,Male,High school,32,Never married,42,Obama
Working fulltime,Strong democrat,Liberal,Very happy,$20000 - 24999,No,Other,Female,Lt high school,53,Separated,40,Obama
Working fulltime,Strong republican,Conservative,Very happy,$25000 or more,Yes,White,Male,High school,42,Widowed,48,Not applicable
Keeping house,Strong republican,Moderate,Very happy,Not applicable,Yes,Other,Male,High school,51,Married,Not applicable,Romney
"Unempl, laid off",Not str democrat,Liberal,Pretty happy,$25000 or more,No,Other,Female,Graduate,44,Married,Not applicable,Not applicable
Keeping house,Other party,Moderate,Pretty happy,Not applicable,Yes,White,Female,High school,36,Married,Not applicable,Not applicable
Working fulltime,"Ind,near rep",Moderate,Pretty happy,$25000 or more,Yes,White,Male,Junior college,49,Married,55,Obama
Working fulltime,No answer,No answer,Very happy,$25000 or more,Yes,Other,Female,High school,49,Married,49,Not applicable
Working fulltime,Not str republican,Conservative,Pretty happy,Refused,Yes,White,Female,Bachelor,35,Married,42,Not applicable
Working fulltime,"Ind,near rep",Slghtly conservative,Pretty happy,Refused,Yes,White,Male,Bachelor,47,Married,40,Romney
Working fulltime,"Ind,near dem",Liberal,Pretty happy,$15000 - 19999,Yes,Black,Male,Bachelor,29,Never married,40,Not applicable
Working parttime,Independent,Moderate,Very happy,Not applicable,Yes,Black,Male,Bachelor,36,Never married,30,Obama
Working fulltime,Strong republican,Slghtly conservative,Pretty happy,$25000 or more,Yes,White,Male,High school,31,Married,40,Romney
School,"Ind,near dem",Moderate,Not too happy,Not applicable,Yes,Black,Male,High school,19,Never married,Not applicable,Not applicable
Temp not working,Not str democrat,Slightly liberal,Pretty happy,$25000 or more,Yes,Black,Male,High school,25,Never married,Not applicable,Obama
Working fulltime,"Ind,near dem",Moderate,Very happy,$25000 or more,No,White,Female,Bachelor,30,Divorced,40,Not applicable
Retired,Not str democrat,Slightly liberal,Very happy,Not applicable,Yes,White,Male,High school,62,Married,Not applicable,Obama
Working fulltime,Strong republican,Conservative,Pretty happy,$25000 or more,Yes,White,Female,Graduate,35,Married,50,Romney
Working fulltime,"Ind,near rep",Moderate,Very happy,Refused,Yes,Other,Male,High school,41,Separated,60,Romney
Temp not working,Strong democrat,Extremely liberal,Pretty happy,$25000 or more,Yes,White,Female,Graduate,62,Separated,Not applicable,Obama
Working fulltime,Not str republican,Slghtly conservative,Pretty happy,Not applicable,Yes,White,Male,High school,20,Never married,40,Not applicable
Working fulltime,Not str democrat,Moderate,Very happy,$15000 - 19999,Yes,White,Male,High school,42,Never married,40,Obama
"Unempl, laid off",Not str democrat,Liberal,Very happy,$3000 to 3999,Yes,Black,Female,High school,30,Never married,Not applicable,Not applicable
Working parttime,Not str republican,Slghtly conservative,Pretty happy,$10000 - 14999,Yes,Other,Female,Junior college,26,Separated,28,Romney
Working parttime,"Ind,near rep",Moderate,Not too happy,$25000 or more,No,White,Female,Junior college,58,Divorced,34,5
"Unempl, laid off","Ind,near dem",Extremely liberal,Pretty happy,Not applicable,Yes,White,Female,High school,47,Never married,Not applicable,Not applicable
Retired,No answer,Don't know,Very happy,Not applicable,Yes,Black,Female,High school,61,Divorced,Not applicable,No answer
Working fulltime,Independent,Moderate,Pretty happy,$25000 or more,No,White,Male,Lt high school,44,Married,52,Not applicable
Retired,Strong democrat,Extremely liberal,Very happy,Not applicable,Yes,White,Female,Graduate,75,Married,Not applicable,Obama
Keeping house,"Ind,near rep",Moderate,Very happy,Not applicable,Yes,White,Female,Graduate,44,Married,Not applicable,Not applicable
Working parttime,Not str republican,Moderate,Very happy,$20000 - 24999,Yes,White,Female,Bachelor,36,Married,16,Romney
Retired,"Ind,near dem",Slightly liberal,Pretty happy,$25000 or more,Yes,White,Female,Bachelor,62,Divorced,Not applicable,Obama
Working fulltime,"Ind,near rep",Slghtly conservative,Very happy,Not applicable,Yes,White,Male,Bachelor,37,Married,35,Not applicable
Retired,Not str republican,Moderate,Very happy,Not applicable,Yes,White,Female,High school,69,Widowed,Not applicable,5
Working fulltime,Not str democrat,Moderate,Pretty happy,Not applicable,No,White,Male,High school,48,Divorced,60,Not applicable
Working fulltime,"Ind,near dem",Extremely liberal,Pretty happy,$25000 or more,Yes,White,Female,Graduate,44,Married,55,Obama
Working fulltime,Strong republican,Extrmly conservative,Very happy,$25000 or more,Yes,White,Male,Bachelor,59,Married,40,Romney
Working fulltime,Independent,Slightly liberal,Pretty happy,$25000 or more,Yes,White,Female,Junior college,61,Married,40,Obama
Working fulltime,Independent,Moderate,Very happy,$25000 or more,Yes,White,Male,Lt high school,31,Married,70,Not applicable
Keeping house,Independent,Slightly liberal,Very happy,Not applicable,No,White,Female,Lt high school,54,Married,Not applicable,Not applicable
"Unempl, laid off","Ind,near rep",Moderate,Pretty happy,$10000 - 14999,Yes,White,Female,High school,49,Divorced,Not applicable,Romney
Keeping house,No answer,Moderate,Pretty happy,Not applicable,No,White,Female,High school,47,Married,Not applicable,Not applicable
Working fulltime,Strong democrat,Moderate,Very happy,$25000 or more,No,White,Female,High school,No answer,Married,40,Not applicable
Retired,Strong republican,Conservative,Pretty happy,Not applicable,Yes,White,Female,High school,83,Widowed,Not applicable,Romney
Working fulltime,Not str democrat,Slghtly conservative,Pretty happy,$25000 or more,Yes,Black,Male,Junior college,38,Divorced,75,Obama
Working fulltime,Not str democrat,Extremely liberal,Very happy,Not applicable,No,Black,Male,Junior college,47,Married,81,Not applicable
Working fulltime,"Ind,near dem",Extremely liberal,Pretty happy,$25000 or more,Yes,White,Male,High school,28,Married,65,Obama
Working fulltime,Strong republican,Conservative,Pretty happy,$25000 or more,Yes,White,Female,High school,73,Widowed,40,Romney
Working fulltime,Strong democrat,Liberal,Pretty happy,$25000 or more,Yes,White,Female,Graduate,31,Never married,40,Obama
Working fulltime,Strong democrat,Liberal,Very happy,$25000 or more,Yes,White,Male,Graduate,55,Married,40,Obama
Working fulltime,"Ind,near dem",Slightly liberal,Pretty happy,$25000 or more,Yes,White,Male,Bachelor,61,Married,40,Obama
Working fulltime,Strong democrat,Moderate,Very happy,$25000 or more,No,White,Male,Bachelor,50,Married,55,Obama
Retired,"Ind,near dem",Moderate,Very happy,Not applicable,Yes,White,Female,High school,67,Divorced,Not applicable,Not applicable
Working fulltime,Not str democrat,Slghtly conservative,Very happy,$25000 or more,No,White,Male,Lt high school,41,Married,46,Not applicable
Working parttime,"Ind,near dem",Conservative,Pretty happy,Lt $1000,No,Other,Female,High school,22,Never married,27,Not applicable
"Unempl, laid off",Strong democrat,Extremely liberal,Pretty happy,Not applicable,Yes,White,Female,Bachelor,60,Married,Not applicable,Obama
Keeping house,Not str democrat,Slightly liberal,Very happy,Not applicable,Yes,Other,Female,Bachelor,36,Married,Not applicable,Obama
Working fulltime,Strong democrat,Liberal,Pretty happy,Refused,No,Other,Female,Bachelor,39,Married,40,Obama
Working fulltime,Not str democrat,Moderate,Pretty happy,$25000 or more,Yes,Black,Male,Bachelor,40,Divorced,40,Obama
Keeping house,Strong democrat,Moderate,Pretty happy,Not applicable,Yes,Black,Female,High school,23,Never married,Not applicable,Obama
Keeping house,Strong democrat,Moderate,Not too happy,Not applicable,Yes,Black,Female,Lt high school,63,Separated,Not applicable,Not applicable
Keeping house,"Ind,near rep",Moderate,Pretty happy,$4000 to 4999,Yes,Black,Male,High school,60,Married,Not applicable,Obama
Working fulltime,"Ind,near dem",Extrmly conservative,Very happy,$3000 to 3999,Yes,Black,Male,High school,40,Never married,68,Not applicable
Working fulltime,Independent,Moderate,Pretty happy,$25000 or more,Yes,Black,Male,High school,40,Married,32,Not applicable
Working fulltime,Not str democrat,Moderate,Very happy,$25000 or more,No,White,Female,Graduate,30,Married,40,Not applicable
Keeping house,"Ind,near rep",Moderate,Very happy,Not applicable,Yes,Other,Female,High school,43,Separated,Not applicable,Obama
Working fulltime,Strong democrat,Liberal,Pretty happy,$8000 to 9999,No,Other,Female,Lt high school,52,Never married,30,Obama
Working fulltime,Other party,Slightly liberal,Not too happy,Refused,Yes,White,Male,Bachelor,No answer,Never married,48,Not applicable
"Unempl, laid off",Independent,Moderate,Pretty happy,$1000 to 2999,Yes,Other,Female,High school,25,Never married,Not applicable,Not applicable
Working fulltime,"Ind,near dem",Liberal,Pretty happy,$25000 or more,Yes,White,Male,Graduate,No answer,Married,60,Obama
Retired,Other party,Moderate,Pretty happy,Refused,Yes,White,Male,Bachelor,58,Married,Not applicable,Not applicable
Working fulltime,Not str democrat,Slightly liberal,Very happy,$25000 or more,Yes,White,Male,High school,60,Widowed,50,No answer
Working fulltime,"Ind,near dem",Moderate,Pretty happy,$25000 or more,Yes,White,Male,Bachelor,44,Married,40,Obama
Retired,Strong democrat,Liberal,Pretty happy,$15000 - 19999,Yes,White,Male,Bachelor,69,Divorced,Not applicable,Obama
Working fulltime,"Ind,near dem",Slightly liberal,Very happy,$25000 or more,Yes,White,Male,High school,66,Married,40,Obama
Working fulltime,Strong democrat,Moderate,Very happy,$25000 or more,Yes,Black,Male,High school,43,Divorced,40,Obama
Working fulltime,Strong democrat,Slightly liberal,Very happy,$20000 - 24999,Yes,White,Male,High school,37,Married,26,Not applicable
Working parttime,"Ind,near dem",Moderate,Pretty happy,Not applicable,Yes,Other,Male,High school,28,Never married,No answer,Obama
Retired,Strong democrat,Liberal,Pretty happy,Not applicable,Yes,White,Female,Bachelor,69,Married,Not applicable,Obama
Keeping house,Independent,Extremely liberal,Pretty happy,Not applicable,Yes,Other,Female,Lt high school,27,Never married,Not applicable,Obama
Temp not working,Not str republican,Conservative,Pretty happy,$25000 or more,Yes,White,Female,Bachelor,60,Divorced,Not applicable,Romney
Retired,Not str democrat,Moderate,Pretty happy,Not applicable,Yes,Black,Female,Junior college,62,Married,Not applicable,Obama
Retired,Strong democrat,Extrmly conservative,Not too happy,Not applicable,Yes,Black,Male,High school,74,Divorced,Not applicable,Obama
Keeping house,Independent,Slghtly conservative,Not too happy,Not applicable,No,White,Female,High school,32,Divorced,Not applicable,Not applicable
Retired,"Ind,near rep",Moderate,Pretty happy,Not applicable,Yes,White,Female,High school,68,Married,Not applicable,Not applicable
Working fulltime,Independent,Slghtly conservative,Pretty happy,$25000 or more,No,White,Male,High school,39,Never married,50,Not applicable
Working parttime,Not str democrat,Moderate,Very happy,$20000 - 24999,No,Other,Female,High school,21,Never married,30,Not applicable
Working fulltime,Not str republican,Slightly liberal,Very happy,Refused,Yes,White,Female,Bachelor,52,Divorced,51,Romney
Working fulltime,Not str republican,Slghtly conservative,Pretty happy,Refused,Yes,White,Male,Bachelor,46,Married,50,Romney
Retired,Strong republican,Slghtly conservative,Pretty happy,Not applicable,Yes,White,Male,High school,56,Married,Not applicable,Romney
Working fulltime,"Ind,near rep",Slghtly conservative,Very happy,$25000 or more,Yes,White,Male,Bachelor,60,Married,40,Romney
Working fulltime,Other party,Slghtly conservative,Very happy,Not applicable,Yes,White,Male,High school,22,Never married,50,Not applicable
Working fulltime,Not str republican,No answer,Very happy,$5000 to 5999,Yes,Other,Male,High school,42,Married,30,Romney
Working fulltime,Strong democrat,Moderate,Not too happy,$25000 or more,No,Other,Male,High school,35,Married,60,Not applicable
Working fulltime,Strong democrat,Slghtly conservative,Pretty happy,$25000 or more,Yes,Other,Female,Bachelor,42,Divorced,40,Obama
Working fulltime,Strong republican,Conservative,Very happy,$25000 or more,Yes,White,Male,Bachelor,58,Married,60,Romney
Working fulltime,"Ind,near rep",Moderate,Pretty happy,$25000 or more,Yes,White,Female,Bachelor,32,Married,1,Obama
Retired,Not str republican,Conservative,Very happy,Not applicable,Yes,White,Female,Bachelor,59,Married,Not applicable,Romney
School,Not str republican,Moderate,Pretty happy,$3000 to 3999,Yes,White,Male,High school,20,Never married,Not applicable,Not applicable
Working fulltime,Strong democrat,Moderate,Very happy,$25000 or more,Yes,White,Male,Graduate,44,Married,55,Obama
Working parttime,Not str democrat,Slightly liberal,Pretty happy,$20000 - 24999,Yes,White,Female,High school,34,Married,20,Obama
Working fulltime,Strong republican,Conservative,Very happy,$25000 or more,Yes,White,Female,Graduate,62,Married,48,Romney
Working parttime,Strong democrat,Slightly liberal,Pretty happy,$15000 - 19999,Yes,White,Male,Bachelor,59,Never married,28,Obama
Working fulltime,Independent,Slghtly conservative,Pretty happy,$25000 or more,Yes,White,Female,Bachelor,51,Never married,40,Not applicable
Working fulltime,"Ind,near dem",Moderate,Pretty happy,$15000 - 19999,Yes,White,Male,Graduate,37,Never married,43,Obama
Working fulltime,Independent,Liberal,Pretty happy,Refused,Yes,White,Male,Graduate,50,Divorced,50,Obama
Working fulltime,"Ind,near dem",Moderate,Not too happy,$20000 - 24999,Yes,White,Female,High school,40,Divorced,40,Obama
Working fulltime,Independent,Moderate,Pretty happy,$25000 or more,Yes,White,Male,High school,53,Never married,41,Not applicable
Working fulltime,Independent,Moderate,Pretty happy,$25000 or more,Yes,White,Male,High school,52,Divorced,80,No answer
Working parttime,Strong democrat,Slightly liberal,Very happy,$4000 to 4999,Yes,White,Female,High school,52,Married,30,Obama
